"CellName","PageInstance","AdjustmentValue","Comment","RowKey"
"BHCKM736WORK","1","123736",,
"BHCKM737WORK","1","123737",,
"BHCKM738WORK","1","123738",,
"BHCKM739WORK","1","123739",,
"BHCKM740WORK","1","123740",,
"BHCKM741WORK","1","123741",,
"BHCKM742WORK","1","123742",,
"BHCKM743WORK","1","123743",,
"BHCKM744WORK","1","123744",,
"BHCKB988WORK","1","123988",,
"BHCKC244WORK","1","123244",,
"BHCKB990WORK","1","123990",,
"BHCKB991WORK","1","123991",,
"BHCKC245WORK","1","123245",,
"BHCKC246WORK","1","123246",,
"BHCKC247WORK","1","123247",,
"BHCKB992WORK","1","123992",,
"BHCKC248WORK","1","123248",,
"BHCKB994WORK","1","123994",,
"BHCKB996WORK","1","123996",,
"BHCKC249WORK","1","123249",,
"BHCKC490","1","Lois William",,
"TEXT9010","1","Federal Reserve Bank",,
"TEXT9110","1","Lombard.risk1@lombardrisk.com",,
"TEXT9130","1","Los Angeles",,
"TEXT9200","1","LS",,
"TEXT9220","1","ZC-9220",,
"ASOFDATE","1","30/12/2016",,
"BHTX4086","1","Lombard.risk2@lombardrisk.com",,
"BHTX8901","1","James Granjam / General Manager",,
"BHTX8902","1","BHTX-8902 / 123-456-789",,
"BHTX9116","1","BHTX 9116 / 123456-789",,
"BHTXJ196","1","31/12/2015",,
"BHCKC886","1","31923",,
"BHCKC887","1","32003",,
"BHCKC888","1","32084",,
"BHCKA220","1","101637",,
"BHCKA517","1","17373",,
"BHCKA518","1","17453",,
"BHCKC386","1","29870",,
"BHCKC387","1","29951",,
"BHCKF821","1","38903",,
"BHCK4020","1","84014",,
"BHCK4059","1","85616",,
"BHCK4060","1","86417",,
"BHCK4065","1","88019",,
"BHCK4069","1","88820",,
"BHCK4070","1","89621",,
"BHCK4073","1","358293",,
"BHCK4074","1","271569",,
"BHCK4107","1","629862",,
"BHCK4115","1","90523",,
"BHCK4172","1","95329",,
"BHCK4180","1","96130",,
"BHCK4185","1","96932",,
"BHCK4230","1","11234",,
"BHCK4397","1","10053",,
"BHCK4398","1","10133",,
"BHCK4435","1","10214",,
"BHCK4436","1","10294",,
"BHCK4483","1","10454",,
"BHCK4518","1","10614",,
"BHCK6761","1","14890",,
"BHCKB488","1","18174",,
"BHCKB489","1","18254",,
"BHCKB491","1","18335",,
"BHCKB492","1","18345",,
"BHCKB493","1","18425",,
"BHCKC013","1","27838",,
"BHCKC014","1","27918",,
"BHCKC015","1","27998",,
"BHCKC016","1","28078",,
"BHCKC216","1","28358",,
"BHCKC232","1","28809",,
"BHCK3521","1","65989",,
"BHCK4042","1","84815",,
"BHCK4079","1","480128",,
"BHCK4092","1","90423",,
"BHCK4093","1","336647",,
"BHCKG103","1","39033",,
"BHCKG104","1","517268",,
"BHCKF229","1","36440",,
"BHCK4135","1","91324",,
"BHCK4150","1","22222",,
"BHCK4217","1","97733",,
"BHCK4300","1","417833",,
"BHCK4301","1","516367",,
"BHCK4302","1","98534",,
"BHCK4313","1","98634",,
"BHCK4320","1","99435",,
"BHCK4340","1","478235",,
"BHCK4507","1","10534",,
"BHCK4519","1","10694",,
"BHCK4592","1","10714",,
"BHCK3196","1","46562",,
"BHCK8560","1","15190",,
"BHCK8561","1","15270",,
"BHCKB496","1","18505",,
"BHCKB497","1","18515",,
"BHCKJ447","1","43139",,
"BHCKC017","1","28158",,
"BHCKC018","1","28238",,
"BHCK3571","1","73900",,
"BHCK3572","1","74000",,
"BHCK3573","1","74100",,
"BHCK3574","1","74200",,
"BHCK3575","1","74300",,
"BHCK3576","1","74401",,
"BHCKF186","1","36189",,
"BHCK4136","1","92125",,
"BHCK4141","1","92926",,
"BHCK4146","1","93727",,
"BHCK0497","1","19625",,
"BHCKF555","1","37040",,
"BHCKF556","1","37120",,
"BHCKF557","1","37201",,
"BHCKF558","1","37281",,
"BHCKF559","1","37361",,
"BHCK8403","1","14970",,
"BHCK8757","1","16242",,
"BHCK8758","1","16322",,
"BHCK8759","1","16402",,
"BHCK8760","1","16482",,
"BHCK8562","1","15280",,
"BHCK8563","1","15361",,
"BHCK8564","1","15441",,
"BHCK8565","1","15521",,
"BHCK8566","1","15601",,
"BHCK8567","1","15681",,
"TEXT8562","1","Gains on bargain purchases1",,
"TEXT8563","1","Gains on bargain purchases2",,
"TEXT8564","1","Gains on bargain purchases3",,
"TEXT8565","1","Telecommunications expenses1",,
"TEXT8566","1","Telecommunications expenses2",,
"TEXT8567","1","Telecommunications expenses3",,
"TEXT3571","1","Extraordinary items and other adjustments1",,
"TEXT3573","1","Extraordinary items and other adjustments2",,
"TEXT3575","1","Extraordinary items and other adjustments3",,
"BHCKJ319","1","43049",,
"BHCKJ320","1","43059",,
"BHCKJ321","1","-10",,
"BHCKK090","1","45732",,
"BHCKB983","1","27657",,
"BHCKC889","1","32094",,
"BHCKC890","1","32104",,
"BHCKA251","1","17183",,
"BHCKA530","1","1",,
"BHCKC242","1","29540",,
"BHCKC243","1","29620",,
"BHCKC409","1","31272",,
"BHCKF228","1","36359",,
"BHCKF551","1","36860",,
"BHCKF552","1","36870",,
"BHCKF553","1","36950",,
"BHCKF554","1","36960",,
"BHCK8431","1","2015050",,
"BHCKK094","1","45983",,
"BHCK4782","1","12086",,
"BHCK4783","1","12166",,
"BHCK3577","1","74501",,
"BHCK3578","1","75302",,
"BHCK3579","1","76103",,
"BHCK3580","1","76904",,
"BHCK3581","1","77705",,
"BHCK4356","1","99735",,
"BHCK4460","1","10374",,
"BHCK4591","1","10704",,
"BHCK4598","1","10724",,
"BHCK3217","1","47463",,
"BHCKB507","1","18765",,
"BHCKB508","1","66228",,
"BHCKB511","1","18915",,
"BHCT3210","1","1033154",,
"BHCT4340","1","478235",,
"BHCKC217","1","28439",,
"BHCKC218","1","28519",,
"BHCKC891","1","32184",,
"BHCKC892","1","32264",,
"BHCKC893","1","32344",,
"BHCKC894","1","32424",,
"BHCKC895","1","32504",,
"BHCKC896","1","32584",,
"BHCKC897","1","32664",,
"BHCKC898","1","32744",,
"BHCKC234","1","28899",,
"BHCKC235","1","28979",,
"BHCKC880","1","12388",,
"BHCK4645","1","11285",,
"BHCK4646","1","11365",,
"BHCK4653","1","11525",,
"BHCK4654","1","11605",,
"BHCK4655","1","11685",,
"BHCK4663","1","11846",,
"BHCK4664","1","11926",,
"BHCK4665","1","12006",,
"BHCK3584","1","77805",,
"BHCK3585","1","78606",,
"BHCK3588","1","79407",,
"BHCK3589","1","80209",,
"BHCKF185","1","36109",,
"BHCKF187","1","36269",,
"BHCKF188","1","36349",,
"BHCK4605","1","610924",,
"BHCK4617","1","10804",,
"BHCK4618","1","10884",,
"BHCK4627","1","10964",,
"BHCK4628","1","11045",,
"BHCK4635","1","620468",,
"BHCK4643","1","11125",,
"BHCK4644","1","11205",,
"BHCKB512","1","18996",,
"BHCKB513","1","19076",,
"BHCKB514","1","19156",,
"BHCKB515","1","19236",,
"BHCK5411","1","13608",,
"BHCK5412","1","13688",,
"BHCKK205","1","48606",,
"BHCKK206","1","48686",,
"BHCKK129","1","47024",,
"BHCKK133","1","12356",,
"BHCKC079","1","606419",,
"BHCKC233","1","28889",,
"BHCKC781","1","31683",,
"BHCKC388","1","123388",,
"BHCKC389","1","123389",,
"BHCKC390","1","123390",,
"BHCK4652","1","11445",,
"BHCK4662","1","11766",,
"BHCKC435","1","31443",,
"BHCKB522","1","19316",,
"BHCK5409","1","13448",,
"BHCK5410","1","13528",,
"BHCK5523","1","14049",,
"BHCT3123","1","49895",,
"BHCT4230","1","11234",,
"BHCT4605","1","610924",,
"BHCKM711","1","123711",,
"BHCKM712","1","123712",,
"BHCKM713","1","123713",,
"BHCKM714","1","123714",,
"BHCKM715","1","123715",,
"BHCKM716","1","123716",,
"BHCKM717","1","123717",,
"BHCKM719","1","123719",,
"BHCKM720","1","123720",,
"BHCKM721","1","123721",,
"BHCKM722","1","123722",,
"BHCKM723","1","123723",,
"BHCKM724","1","123724",,
"BHCKM725","1","123725",,
"BHCKM726","1","123726",,
"BHCKM727","1","123727",,
"BHCKM728","1","123728",,
"BHCKM729","1","123729",,
"BHCKM730","1","123730",,
"BHCKM731","1","123731",,
"BHCKM732","1","123732",,
"BHCKM733","1","123733",,
"BHCKM734","1","123734",,
"BHCKM735","1","123735",,
"BHCKM736","1","123736",,
"BHCKM737","1","123737",,
"BHCKM738","1","123738",,
"BHCKM739","1","123739",,
"BHCKM740","1","123740",,
"BHCKM741","1","123741",,
"BHCKM742","1","123742",,
"BHCKM743","1","123743",,
"BHCKM744","1","123744",,
"BHCKM745","1","11123",,
"BHCKM746","1","742342",,
"BHCKM747","1","742348",,
"BHCKM748","1","742354",,
"BHCKM749","1","753483",,
"BHCKM750","1","742367",,
"BHCKM751","1","742373",,
"BHCKM708","1","123708",,
"BHCKM709","1","123709",,
"BHCKM710","1","123710",,
"BHBC4135","1","61033",,
"BHBC4218","1","61043",,
"BHBC4230","1","61053",,
"BHBC4301","1","-30",,
"BHBC4302","1","61063",,
"BHBC4320","1","61073",,
"BHBC4340","1","-183270",,
"BHBC4421","1","61083",,
"BHBC4475","1","61093",,
"BHBC4484","1","61104",,
"BHBC4519","1","61114",,
"BHBC6061","1","61124",,
"BHBCA220","1","61134",,
"BHBCB490","1","61144",,
"BHBCB491","1","61154",,
"BHBCB493","1","61164",,
"BHBCB494","1","61174",,
"BHBCC216","1","61184",,
"BHBC4070","1","60963",,
"BHBC4073","1","60973",,
"BHBC4074","1","50",,
"BHBC4079","1","60983",,
"BHBC4091","1","60993",,
"BHBC4093","1","61003",,
"BHBC4094","1","61013",,
"BHBC4107","1","61023",,
"BHCKB042","1","18024",,
"BHCKB043","1","18034",,
"BHCKB044","1","18044",,
"BHCKB045","1","18054",,
"BHCKB046","1","18064",,
"BHCK5351","1","12316",,
"BHCK5352","1","12326",,
"BHCK5353","1","12336",,
"BHCK5354","1","12346",,
"BHCK5355","1","12356",,
"TEXTB042","1","Notes to the Income Statement6",,
"TEXTB043","1","Notes to the Income Statement7",,
"TEXTB044","1","Notes to the Income Statement8",,
"TEXTB045","1","Notes to the Income Statement9",,
"TEXTB046","1","Notes to the Income Statement10",,
"TEXT5351","1","Notes to the Income Statement1",,
"TEXT5352","1","Notes to the Income Statement2",,
"TEXT5353","1","Notes to the Income Statement3",,
"TEXT5354","1","Notes to the Income Statement4",,
"TEXT5355","1","Notes to the Income Statement5",,
"BHCKB047","1","18074",,
"BHCKB048","1","18084",,
"BHCKB049","1","18094",,
"BHCKB050","1","18104",,
"BHCKB051","1","18114",,
"BHCKB052","1","18124",,
"BHCKB053","1","18134",,
"BHCKB054","1","18144",,
"BHCKB055","1","18154",,
"BHCKB056","1","18164",,
"TEXTB047","1","Notes to the Income Statement11",,
"TEXTB048","1","Notes to the Income Statement12",,
"TEXTB049","1","Notes to the Income Statement13",,
"TEXTB050","1","Notes to the Income Statement14",,
"TEXTB051","1","Notes to the Income Statement15",,
"TEXTB052","1","Notes to the Income Statement16",,
"TEXTB053","1","Notes to the Income Statement17",,
"TEXTB054","1","Notes to the Income Statement18",,
"TEXTB055","1","Notes to the Income Statement19",,
"TEXTB056","1","Notes to the Income Statement20",,
"BHCKB989","1","27768",,
"BHCK3545","1","922560",,
"BHCK3656","1","81010",,
"BHCK1773","1","736102",,
"BHCK2130","1","36148",,
"BHCK2145","1","36949",,
"BHCK2150","1","51370",,
"BHCK2160","1","343266",,
"BHCK2170","1","3161276",,
"BHCK0081","1","16621",,
"BHCK0395","1","17923",,
"BHCK0397","1","18023",,
"BHCK0426","1","77654",,
"BHCKB528","1","19396",,
"BHCKB529","1","-25364",,
"BHCK1754","1","711769",,
"BHCK3123","1","44760",,
"BHCK3163","1","44960",,
"BHCK5369","1","12406",,
"BHDMB987","1","52111",,
"FEDFRY9CP13ASOFDATE","1","30/12/2016",,
"RINAME","1","Federal Bank of United States of America",,
"BHCKB995","1","27818",,
"BHCKA130","1","16923",,
"BHCK3548","1","228269",,
"BHCK4062","1","87218",,
"BHCKG105","1","226006",,
"BHCKC699","1","123699",,
"BHCKB530","1","19406",,
"BHCK2750","1","59331",,
"BHCK2948","1","881247",,
"BHCK3000","1","42957",,
"BHCK3190","1","121362",,
"BHCK3210","1","183049",,
"BHCK3230","1","48265",,
"BHCK3240","1","49066",,
"BHCK3247","1","123",,
"BHCK3283","1","49266",,
"BHCK3300","1","1107253",,
"BHDM6631","1","52061",,
"BHDM6636","1","52071",,
"BHDMB993","1","12368",,
"BHFN6631","1","58520",,
"BHFN6636","1","58530",,
"BHCKC884","1","1",,
"TEXTC703","1","External Auditing Firm ",,
"TEXTC704","1","Engagement Partner ",,
"TEXTC705","1","lombard.risk@123.com",,
"TEXTC708","1","New Jersey",,
"TEXTC714","1","NJ",,
"TEXTC715","1","ZC-C715",,
"BHCKG300","1","39594",,
"BHCKG301","1","39604",,
"BHCKG302","1","39614",,
"BHCKG303","1","39624",,
"BHCKG304","1","39634",,
"BHCKG305","1","39644",,
"BHCKG306","1","39654",,
"BHCKG307","1","39664",,
"BHCKG308","1","39674",,
"BHCKG309","1","39684",,
"BHCKG310","1","39694",,
"BHCKG311","1","39704",,
"BHCKG312","1","39714",,
"BHCKG313","1","39724",,
"BHCKG314","1","39734",,
"BHCKG315","1","39744",,
"BHCKG316","1","39754",,
"BHCKG317","1","39764",,
"BHCKG318","1","39774",,
"BHCKG319","1","39784",,
"BHCKG320","1","39794",,
"BHCKG321","1","39804",,
"BHCKG322","1","39814",,
"BHCKG323","1","39824",,
"BHCK0211","1","16721",,
"BHCK0213","1","16821",,
"BHCK1286","1","20426",,
"BHCK1287","1","20526",,
"BHCK1289","1","20626",,
"BHCK1290","1","20727",,
"BHCK1291","1","20827",,
"BHCK1293","1","21728",,
"BHCK1294","1","21828",,
"BHCK1295","1","21928",,
"BHCK1297","1","22829",,
"BHCK1298","1","22930",,
"BHCK8496","1","15150",,
"BHCK8497","1","15160",,
"BHCK8498","1","15170",,
"BHCK8499","1","15180",,
"BHCKK148","1","47535",,
"BHCKK150","1","47555",,
"BHCKK151","1","47565",,
"BHCKK152","1","47575",,
"BHCKK153","1","47585",,
"BHCKK154","1","47595",,
"BHCKK155","1","47605",,
"BHCKK156","1","47615",,
"BHCKK157","1","47625",,
"BHCKK149","1","47545",,
"BHCKK142","1","47475",,
"BHCKK143","1","47485",,
"BHCKK144","1","47495",,
"BHCKK145","1","47505",,
"BHCKK146","1","47515",,
"BHCKK147","1","47525",,
"BHCKC026","1","28318",,
"BHCKC027","1","28328",,
"BHCKC988","1","33395",,
"BHCKC989","1","11113",,
"BHCKA510","1","17283",,
"BHCKA511","1","17293",,
"BHCK1771","1","717488",,
"BHCK1772","1","717435",,
"BHCK1778","1","33544",,
"BHCKG336","1","39874",,
"BHCKG337","1","39884",,
"BHCKG338","1","39894",,
"BHCKG339","1","39904",,
"BHCKG340","1","39914",,
"BHCKG341","1","39924",,
"BHCKG342","1","39934",,
"BHCKG343","1","39944",,
"BHCKG344","1","39954",,
"BHCKG345","1","39964",,
"BHCKG346","1","39974",,
"BHCKG347","1","39984",,
"BHCK0383","1","16921",,
"BHCK0384","1","17722",,
"BHCK0387","1","17823",,
"BHCK0416","1","18123",,
"BHCK1737","1","30340",,
"BHCK1738","1","30440",,
"BHCK1739","1","30540",,
"BHCK1741","1","30640",,
"BHCK1742","1","30740",,
"BHCK1743","1","30841",,
"BHCK1744","1","30941",,
"BHCK1746","1","31041",,
"BHCK8782","1","16782",,
"BHCK8783","1","16863",,
"BHCT1754","1","711769",,
"BHCT1773","1","736102",,
"BHCKB845","1","123845",,
"BHCKB846","1","123846",,
"BHCKB847","1","123847",,
"BHCKB848","1","123848",,
"BHCKB849","1","123849",,
"BHCKB850","1","123850",,
"BHCKB851","1","123851",,
"BHCKB852","1","123852",,
"BHCKB853","1","123853",,
"BHCKB854","1","123854",,
"BHCKB855","1","123855",,
"BHCKB856","1","123856",,
"BHCKB857","1","123857",,
"BHCKB858","1","123858",,
"BHCKB859","1","123859",,
"BHCKB860","1","123860",,
"BHCKB861","1","123861",,
"BHCKB840","1","123840",,
"BHCKB841","1","123841",,
"BHCKB842","1","123842",,
"BHCKB843","1","123843",,
"BHCKB844","1","123844",,
"BHCKG355","1","40065",,
"BHCKB838","1","123838",,
"BHCKB839","1","123839",,
"BHCKG348","1","39994",,
"BHCKG349","1","40004",,
"BHCKG350","1","40014",,
"BHCKG351","1","40024",,
"BHCKG352","1","40034",,
"BHCKG353","1","40045",,
"BHCKG354","1","40055",,
"BHCKG356","1","40075",,
"BHCKG357","1","40085",,
"BHCKG358","1","40095",,
"BHCKG359","1","40105",,
"BHCKG360","1","40115",,
"BHCKG361","1","40125",,
"BHCKG362","1","40135",,
"BHCKG363","1","40145",,
"BHCKG364","1","40155",,
"BHCKG365","1","40165",,
"BHCKG366","1","40175",,
"BHCKG367","1","40185",,
"BHCKG368","1","40195",,
"BHCKG369","1","40205",,
"BHCKG370","1","40215",,
"BHCKG371","1","40225",,
"BHCKG372","1","40235",,
"BHCKG373","1","40245",,
"BHCKG374","1","40255",,
"BHCKG375","1","40265",,
"BHCKJ451","1","43149",,
"BHCKJ454","1","43159",,
"BHCKF158","1","34156",,
"BHCKF159","1","34237",,
"BHCK2081","1","35247",,
"BHCK2122","1","434439",,
"BHCK2123","1","36048",,
"BHCKF160","1","34317",,
"BHCKF161","1","34327",,
"BHCKF162","1","34407",,
"BHCKF163","1","34487",,
"BHCK1292","1","20927",,
"BHCK1296","1","22028",,
"BHCK1410","1","23030",,
"BHCK1545","1","23831",,
"BHCK1590","1","24732",,
"BHCKB538","1","19486",,
"BHCKB539","1","19566",,
"BHCK1763","1","32643",,
"BHCK1764","1","32743",,
"BHDM1288","1","51500",,
"BHDM1420","1","51580",,
"BHDM1460","1","51660",,
"BHDM1545","1","51671",,
"BHDM1590","1","51681",,
"BHDM1766","1","51761",,
"BHDM1797","1","51841",,
"BHDM1975","1","51851",,
"BHDM2081","1","51861",,
"BHDM2122","1","816155",,
"BHDM2123","1","51871",,
"BHDM2165","1","51881",,
"BHDM5367","1","51971",,
"BHDM5368","1","52051",,
"BHCKK207","1","48696",,
"BHDMJ451","1","54835",,
"BHDMJ454","1","54845",,
"BHCKK137","1","12356",,
"BHCKC779","1","31663",,
"BHCKC780","1","31673",,
"BHCKC391","1","123391",,
"BHCKF230","1","12353",,
"BHCKB837","1","27337",,
"BHCK2746","1","42056",,
"BHCKK163","1","47705",,
"BHCKK164","1","47785",,
"BHCKK165","1","12354",,
"BHCKK167","1","123167",,
"BHCKK168","1","123168",,
"BHCKK267","1","123267",,
"BHCKK203","1","123203",,
"BHCKK204","1","123204",,
"BHCKK212","1","123212",,
"BHDMF576","1","52211",,
"BHDMK158","1","57479",,
"BHDMK159","1","57559",,
"BHDMK160","1","57639",,
"BHCKK098","1","123098",,
"BHDMK161","1","57719",,
"BHDMK162","1","12354",,
"BHDMK166","1","123166",,
"BHCKF608","1","38152",,
"BHCKF231","1","123231",,
"BHCKF232","1","123232",,
"BHCKF585","1","37441",,
"BHCKF586","1","37521",,
"BHCKF587","1","37671",,
"BHCKF589","1","37751",,
"BHCKK196","1","48306",,
"BHCKK208","1","48777",,
"BHDMF577","1","52221",,
"BHDMF578","1","52301",,
"BHDMF579","1","52381",,
"BHDMF580","1","52462",,
"BHDMF581","1","52542",,
"BHDMF582","1","52622",,
"BHDMF583","1","52702",,
"BHDMF584","1","52782",,
"BHDMF585","1","52862",,
"BHDMF586","1","52942",,
"BHDMF587","1","53092",,
"BHDMF589","1","53173",,
"BHDMK196","1","58250",,
"BHDMK208","1","58370",,
"BHCKG091","1","38913",,
"BHCKG092","1","38923",,
"BHCKG093","1","38933",,
"BHCKG094","1","38943",,
"BHCKG095","1","38953",,
"BHCKG096","1","38963",,
"BHCKG097","1","38973",,
"BHCKG098","1","38983",,
"BHCKG099","1","38993",,
"BHCKG100","1","39003",,
"BHCKG101","1","39013",,
