"CellName","PageInstance","AdjustmentValue","Comment","RowKey"
"CRGB01R090C090","x0","643.5",,
"CRGB01R095C010","x0","531",,
"CRGB01R095C020","x0","535.5",,
"CRGB01R095C040","x0","540",,
"CRGB01R095C050","x0","544.5",,
"CRGB01R095C055","x0","549",,
"CRGB01R095C060","x0","553.5",,
"CRGB01R095C070","x0","558",,
"CRGB01R095C075","x0","243",,
"CRGB01R095C080","x0","562.5",,
"CRGB01R095C090","x0","567",,
"CRGB01R100C010","x0","1546.5",,
"CRGB01R100C050","x0","13650",,
"CRGB01R100C055","x0","13500",,
"CRGB01R100C060","x0","13800",,
"CRGB01R100C075","x0","247.5",,
"CRGB01R100C080","x0","915",,
"CRGB01R100C090","x0","1183.5",,
"CRGB01R110C010","x0","1591.5",,
"CRGB01R110C020","x0","1846.5",,
"CRGB01R110C040","x0","4329",,
"CRGB01R110C050","x0","5019",,
"CRGB01R110C055","x0","9975",,
"CRGB01R110C060","x0","5709",,
"CRGB01R110C070","x0","6399",,
"CRGB01R110C075","x0","252",,
"CRGB01R110C080","x0","915",,
"CRGB01R110C090","x0","1188",,
"CRGB01R120C010","x0","1636.5",,
"CRGB01R120C020","x0","1876.5",,
"CRGB01R120C040","x0","4374",,
"CRGB01R120C050","x0","5064",,
"CRGB01R120C055","x0","20295",,
"CRGB01R120C060","x0","5754",,
"CRGB01R120C070","x0","6444",,
"CRGB01R120C075","x0","256.5",,
"CRGB01R120C080","x0","915",,
"CRGB01R120C090","x0","1192.5",,
"CRGB01R130C010","x0","1681.5",,
"CRGB01R130C020","x0","1906.5",,
"CRGB01R130C040","x0","4419",,
"CRGB01R130C050","x0","5109",,
"CRGB01R130C055","x0","10515",,
"CRGB01R130C060","x0","5799",,
"CRGB01R130C070","x0","6489",,
"CRGB01R130C075","x0","261",,
"CRGB01R130C080","x0","915",,
"CRGB01R130C090","x0","1197",,
"CRGB01R140C010","x0","1726.5",,
"CRGB01R140C020","x0","1936.5",,
"CRGB01R140C040","x0","4464",,
"CRGB01R140C050","x0","5154",,
"CRGB01R140C055","x0","10785",,
"CRGB01R140C060","x0","5844",,
"CRGB01R140C070","x0","6534",,
"CRGB01R140C075","x0","265.5",,
"CRGB01R140C080","x0","915",,
"CRGB01R140C090","x0","1201.5",,
"CRGB01R150C010","x0","1771.5",,
"CRGB01R150C020","x0","1966.5",,
"CRGB01R150C040","x0","4509",,
"CRGB01R150C050","x0","5199",,
"CRGB01R150C055","x0","4627.5",,
"CRGB01R150C060","x0","5889",,
"CRGB01R150C070","x0","6579",,
"CRGB01R150C075","x0","270",,
"CRGB01R150C080","x0","915",,
"CRGB01R150C090","x0","1206.000375",,
"CRGB01R160C010","x0","1801.5",,
"CRGB01R160C020","x0","3129",,
"CRGB01R160C040","x0","4554",,
"CRGB01R160C050","x0","5244",,
"CRGB01R160C055","x0","4657.5",,
"CRGB01R160C060","x0","5934",,
"CRGB01R160C070","x0","6624",,
"CRGB01R160C075","x0","274.5",,
"CRGB01R160C080","x0","930",,
"CRGB01R160C090","x0","1210.5",,
"CRGB01R170C010","x0","27586.502229",,
"CRGB01R170C020","x0","28680",,
"CRGB01R170C040","x0","63510",,
"CRGB01R170C050","x0","87510",,
"CRGB01R170C055","x0","131895",,
"CRGB01R170C060","x0","98010",,
"CRGB01R170C070","x0","94560",,
"CRGB01R170C075","x0","3744",,
"CRGB01R170C080","x0","14655",,
"CRGB01R170C090","x0","17293.500375",,
"CRGB01COUNTRY","AF","AF",,
"CRGB01R010C010","AF","150.00078",,
"CRGB01R010C020","AF","405",,
"CRGB01R010C040","AF","900",,
"CRGB01R010C050","AF","1140",,
"CRGB01R010C055","AF","225",,
"CRGB01R010C060","AF","1380",,
"CRGB01R010C070","AF","1620",,
"CRGB01R010C075","AF","34.5",,
"CRGB01R010C080","AF","165",,
"CRGB01R010C090","AF","366",,
"CRGB01R020C010","AF","165.0007815",,
"CRGB01R020C020","AF","420",,
"CRGB01R020C040","AF","915",,
"CRGB01R020C050","AF","1155",,
"CRGB01R020C055","AF","480",,
"CRGB01R020C060","AF","1395",,
"CRGB01R020C070","AF","1635",,
"CRGB01R020C075","AF","36",,
"CRGB01R020C080","AF","165",,
"CRGB01R020C090","AF","367.5",,
"CRGB01R030C010","AF","180.0006675",,
"CRGB01R030C020","AF","435",,
"CRGB01R030C040","AF","930",,
"CRGB01R030C050","AF","1170",,
"CRGB01R030C055","AF","3465",,
"CRGB01R030C060","AF","1410",,
"CRGB01R030C070","AF","1650",,
"CRGB01R030C075","AF","37.5",,
"CRGB01R030C080","AF","165",,
"CRGB01R030C090","AF","369",,
"CRGB01R040C010","AF","195",,
"CRGB01R040C020","AF","450",,
"CRGB01R040C040","AF","945",,
"CRGB01R040C050","AF","1185",,
"CRGB01R040C055","AF","3930",,
"CRGB01R040C060","AF","1425",,
"CRGB01R040C070","AF","1665",,
"CRGB01R040C075","AF","39",,
"CRGB01R040C080","AF","165",,
"CRGB01R040C090","AF","370.5",,
"CRGB01R050C010","AF","210",,
"CRGB01R050C020","AF","465",,
"CRGB01R050C040","AF","960",,
"CRGB01R050C050","AF","1200",,
"CRGB01R050C055","AF","4380",,
"CRGB01R050C060","AF","1440",,
"CRGB01R050C070","AF","1680",,
"CRGB01R050C075","AF","40.5",,
"CRGB01R050C080","AF","165",,
"CRGB01R050C090","AF","372",,
"CRGB01R060C010","AF","240",,
"CRGB01R060C020","AF","495",,
"CRGB01R060C040","AF","990",,
"CRGB01R060C050","AF","1230",,
"CRGB01R060C055","AF","1455",,
"CRGB01R060C060","AF","1470",,
"CRGB01R060C070","AF","1710",,
"CRGB01R060C075","AF","42",,
"CRGB01R060C080","AF","165",,
"CRGB01R060C090","AF","373.5",,
"CRGB01R070C010","AF","255",,
"CRGB01R070C020","AF","510",,
"CRGB01R070C040","AF","1005",,
"CRGB01R070C050","AF","1245",,
"CRGB01R070C055","AF","5265",,
"CRGB01R070C060","AF","1485",,
"CRGB01R070C070","AF","1725",,
"CRGB01R070C075","AF","43.5",,
"CRGB01R070C080","AF","165",,
"CRGB01R070C090","AF","204",,
"CRGB01R075C010","AF","123",,
"CRGB01R075C020","AF","124.5",,
"CRGB01R075C040","AF","126",,
"CRGB01R075C050","AF","127.5",,
"CRGB01R075C055","AF","129",,
"CRGB01R075C060","AF","130.5",,
"CRGB01R075C070","AF","132",,
"CRGB01R075C075","AF","45",,
"CRGB01R075C080","AF","133.5",,
"CRGB01R075C090","AF","135",,
"CRGB01R080C010","AF","270",,
"CRGB01R080C020","AF","525",,
"CRGB01R080C040","AF","1020",,
"CRGB01R080C050","AF","1260",,
"CRGB01R080C055","AF","5730",,
"CRGB01R080C060","AF","1500",,
"CRGB01R080C070","AF","1740",,
"CRGB01R080C075","AF","46.5",,
"CRGB01R080C080","AF","165",,
"CRGB01R080C090","AF","205.5",,
"CRGB01R085C010","AF","163.5",,
"CRGB01R085C020","AF","165",,
"CRGB01R085C040","AF","166.5",,
"CRGB01R085C050","AF","168",,
"CRGB01R085C055","AF","169.5",,
"CRGB01R085C060","AF","171",,
"CRGB01R085C070","AF","172.5",,
"CRGB01R085C075","AF","48",,
"CRGB01R085C080","AF","174",,
"CRGB01R085C090","AF","382.5",,
"CRGB01R090C010","AF","285",,
"CRGB01R090C020","AF","540",,
"CRGB01R090C040","AF","1035",,
"CRGB01R090C050","AF","1275",,
"CRGB01R090C055","AF","6210",,
"CRGB01R090C060","AF","1515",,
"CRGB01R090C070","AF","1755",,
"CRGB01R090C075","AF","49.5",,
"CRGB01R090C080","AF","165",,
"CRGB01R090C090","AF","208.5",,
"CRGB01R095C010","AF","163.5",,
"CRGB01R095C020","AF","165",,
"CRGB01R095C040","AF","166.5",,
"CRGB01R095C050","AF","168",,
"CRGB01R095C055","AF","169.5",,
"CRGB01R095C060","AF","171",,
"CRGB01R095C070","AF","172.5",,
"CRGB01R095C075","AF","51",,
"CRGB01R095C080","AF","174",,
"CRGB01R095C090","AF","175.5",,
"CRGB01R100C010","AF","300",,
"CRGB01R100C050","AF","0",,
"CRGB01R100C055","AF","0",,
"CRGB01R100C060","AF","0",,
"CRGB01R100C075","AF","52.5",,
"CRGB01R100C080","AF","165",,
"CRGB01R100C090","AF","375",,
"CRGB01R110C010","AF","315",,
"CRGB01R110C020","AF","555",,
"CRGB01R110C040","AF","1050",,
"CRGB01R110C050","AF","1290",,
"CRGB01R110C055","AF","6450",,
"CRGB01R110C060","AF","1530",,
"CRGB01R110C070","AF","1770",,
"CRGB01R110C075","AF","54",,
"CRGB01R110C080","AF","165",,
"CRGB01R110C090","AF","376.5",,
"CRGB01R120C010","AF","330",,
"CRGB01R120C020","AF","570",,
"CRGB01R120C040","AF","1065",,
"CRGB01R120C050","AF","1305",,
"CRGB01R120C055","AF","6690",,
"CRGB01R120C060","AF","1545",,
"CRGB01R120C070","AF","1785",,
"CRGB01R120C075","AF","55.5",,
"CRGB01R120C080","AF","165",,
"CRGB01R120C090","AF","378",,
"CRGB01R130C010","AF","345",,
"CRGB01R130C020","AF","585",,
"CRGB01R130C040","AF","1080",,
"CRGB01R130C050","AF","1320",,
"CRGB01R130C055","AF","6930",,
"CRGB01R130C060","AF","1560",,
"CRGB01R130C070","AF","1800",,
"CRGB01R130C075","AF","57",,
"CRGB01R130C080","AF","165",,
"CRGB01R130C090","AF","379.5",,
"CRGB01R140C010","AF","360",,
"CRGB01R140C020","AF","600",,
"CRGB01R140C040","AF","1095",,
"CRGB01R140C050","AF","1335",,
"CRGB01R140C055","AF","7170",,
"CRGB01R140C060","AF","1575",,
"CRGB01R140C070","AF","1815",,
"CRGB01R140C075","AF","58.5",,
"CRGB01R140C080","AF","165",,
"CRGB01R140C090","AF","381",,
"CRGB01R150C010","AF","375",,
"CRGB01R150C020","AF","615",,
"CRGB01R150C040","AF","1110",,
"CRGB01R150C050","AF","1350",,
"CRGB01R150C055","AF","2265",,
"CRGB01R150C060","AF","1590",,
"CRGB01R150C070","AF","1830",,
"CRGB01R150C075","AF","60",,
"CRGB01R150C080","AF","165",,
"CRGB01R150C090","AF","382.5",,
"CRGB01R160C010","AF","390",,
"CRGB01R160C020","AF","630",,
"CRGB01R160C040","AF","1125",,
"CRGB01R160C050","AF","1365",,
"CRGB01R160C055","AF","2280",,
"CRGB01R160C060","AF","1605",,
"CRGB01R160C070","AF","1845",,
"CRGB01R160C075","AF","61.5",,
"CRGB01R160C080","AF","180",,
"CRGB01R160C090","AF","384",,
"CRGB01R170C010","AF","4365.002229",,
"CRGB01R170C020","AF","7800",,
"CRGB01R170C040","AF","15225",,
"CRGB01R170C050","AF","18825",,
"CRGB01R170C055","AF","62925",,
"CRGB01R170C060","AF","22425",,
"CRGB01R170C070","AF","26025",,
"CRGB01R170C075","AF","768",,
"CRGB01R170C080","AF","2655",,
"CRGB01R170C090","AF","5493",,
"CRGB01COUNTRY","CN","CHINA",,
"CRGB01R010C010","CN","832.5",,
"CRGB01R010C020","CN","150",,
"CRGB01R010C040","CN","1537.5",,
"CRGB01R010C050","CN","1762.5",,
"CRGB01R010C055","CN","1200",,
"CRGB01R010C060","CN","1987.5",,
"CRGB01R010C070","CN","2212.5",,
"CRGB01R010C075","CN","64.5",,
"CRGB01R010C080","CN","300",,
"CRGB01R010C090","CN","385.5",,
"CRGB01R020C010","CN","847.5",,
"CRGB01R020C020","CN","150",,
"CRGB01R020C040","CN","1552.5",,
"CRGB01R020C050","CN","1777.5",,
"CRGB01R020C055","CN","3240",,
"CRGB01R020C060","CN","2002.5",,
"CRGB01R020C070","CN","2227.5",,
"CRGB01R020C075","CN","66",,
"CRGB01R020C080","CN","300",,
"CRGB01R020C090","CN","387",,
"CRGB01R030C010","CN","862.5",,
"CRGB01R030C020","CN","150",,
"CRGB01R030C040","CN","1567.5",,
"CRGB01R030C050","CN","1792.5",,
"CRGB01R030C055","CN","2122.5",,
"CRGB01R030C060","CN","2017.5",,
"CRGB01R030C070","CN","2242.5",,
"CRGB01R030C075","CN","67.5",,
"CRGB01R030C080","CN","300",,
"CRGB01R030C090","CN","388.5",,
"CRGB01R040C010","CN","877.5",,
"CRGB01R040C020","CN","150",,
"CRGB01R040C040","CN","1582.5",,
"CRGB01R040C050","CN","1807.5",,
"CRGB01R040C055","CN","3285",,
"CRGB01R040C060","CN","2032.5",,
"CRGB01R040C070","CN","2257.5",,
"CRGB01R040C075","CN","69",,
"CRGB01R040C080","CN","300",,
"CRGB01R040C090","CN","390",,
"CRGB01R050C010","CN","892.5",,
"CRGB01R050C020","CN","150",,
"CRGB01R050C040","CN","1597.5",,
"CRGB01R050C050","CN","1822.5",,
"CRGB01R050C055","CN","3315",,
"CRGB01R050C060","CN","2047.5",,
"CRGB01R050C070","CN","2272.5",,
"CRGB01R050C075","CN","70.5",,
"CRGB01R050C080","CN","300",,
"CRGB01R050C090","CN","391.5",,
"CRGB01R060C010","CN","45",,
"CRGB01R060C020","CN","150",,
"CRGB01R060C040","CN","1612.5",,
"CRGB01R060C050","CN","1837.5",,
"CRGB01R060C055","CN","2167.5",,
"CRGB01R060C060","CN","2062.5",,
"CRGB01R060C070","CN","2287.5",,
"CRGB01R060C075","CN","72",,
"CRGB01R060C080","CN","300",,
"CRGB01R060C090","CN","393",,
"CRGB01R070C010","CN","45",,
"CRGB01R070C020","CN","150",,
"CRGB01R070C040","CN","1627.5",,
"CRGB01R070C050","CN","1852.5",,
"CRGB01R070C055","CN","3360",,
"CRGB01R070C060","CN","2077.5",,
"CRGB01R070C070","CN","2302.5",,
"CRGB01R070C075","CN","73.5",,
"CRGB01R070C080","CN","300",,
"CRGB01R070C090","CN","210",,
"CRGB01R075C010","CN","136.5",,
"CRGB01R075C020","CN","138",,
"CRGB01R075C040","CN","139.5",,
"CRGB01R075C050","CN","141",,
"CRGB01R075C055","CN","142.5",,
"CRGB01R075C060","CN","144",,
"CRGB01R075C070","CN","145.5",,
"CRGB01R075C075","CN","75",,
"CRGB01R075C080","CN","147",,
"CRGB01R075C090","CN","148.5",,
"CRGB01R080C010","CN","45",,
"CRGB01R080C020","CN","150",,
"CRGB01R080C040","CN","1642.5",,
"CRGB01R080C050","CN","1867.5",,
"CRGB01R080C055","CN","3390",,
"CRGB01R080C060","CN","2092.5",,
"CRGB01R080C070","CN","2317.5",,
"CRGB01R080C075","CN","76.5",,
"CRGB01R080C080","CN","300",,
"CRGB01R080C090","CN","211.5",,
"CRGB01R085C010","CN","177",,
"CRGB01R085C020","CN","178.5",,
"CRGB01R085C040","CN","180",,
"CRGB01R085C050","CN","181.5",,
"CRGB01R085C055","CN","183",,
"CRGB01R085C060","CN","184.5",,
"CRGB01R085C070","CN","186",,
"CRGB01R085C075","CN","78",,
"CRGB01R085C080","CN","187.5",,
"CRGB01R085C090","CN","402",,
"CRGB01R090C010","CN","45",,
"CRGB01R090C020","CN","150",,
"CRGB01R090C040","CN","1657.5",,
"CRGB01R090C050","CN","1882.5",,
"CRGB01R090C055","CN","3420",,
"CRGB01R090C060","CN","2107.5",,
"CRGB01R090C070","CN","2332.5",,
"CRGB01R090C075","CN","79.5",,
"CRGB01R090C080","CN","300",,
"CRGB01R090C090","CN","214.5",,
"CRGB01R095C010","CN","177",,
"CRGB01R095C020","CN","178.5",,
"CRGB01R095C040","CN","180",,
"CRGB01R095C050","CN","181.5",,
"CRGB01R095C055","CN","183",,
"CRGB01R095C060","CN","184.5",,
"CRGB01R095C070","CN","186",,
"CRGB01R095C075","CN","81",,
"CRGB01R095C080","CN","187.5",,
"CRGB01R095C090","CN","189",,
"CRGB01R100C010","CN","45",,
"CRGB01R100C050","CN","13650",,
"CRGB01R100C055","CN","13500",,
"CRGB01R100C060","CN","13800",,
"CRGB01R100C075","CN","82.5",,
"CRGB01R100C080","CN","300",,
"CRGB01R100C090","CN","394.5",,
"CRGB01R110C010","CN","45",,
"CRGB01R110C020","CN","150",,
"CRGB01R110C040","CN","1672.5",,
"CRGB01R110C050","CN","1897.5",,
"CRGB01R110C055","CN","3450",,
"CRGB01R110C060","CN","2122.5",,
"CRGB01R110C070","CN","2347.5",,
"CRGB01R110C075","CN","84",,
"CRGB01R110C080","CN","300",,
"CRGB01R110C090","CN","396",,
"CRGB01R120C010","CN","45",,
"CRGB01R120C020","CN","150",,
"CRGB01R120C040","CN","1687.5",,
"CRGB01R120C050","CN","1912.5",,
"CRGB01R120C055","CN","13530",,
"CRGB01R120C060","CN","2137.5",,
"CRGB01R120C070","CN","2362.5",,
"CRGB01R120C075","CN","85.5",,
"CRGB01R120C080","CN","300",,
"CRGB01R120C090","CN","397.5",,
"CRGB01R130C010","CN","45",,
"CRGB01R130C020","CN","150",,
"CRGB01R130C040","CN","1702.5",,
"CRGB01R130C050","CN","1927.5",,
"CRGB01R130C055","CN","3510",,
"CRGB01R130C060","CN","2152.5",,
"CRGB01R130C070","CN","2377.5",,
"CRGB01R130C075","CN","87",,
"CRGB01R130C080","CN","300",,
"CRGB01R130C090","CN","399",,
"CRGB01R140C010","CN","45",,
"CRGB01R140C020","CN","150",,
"CRGB01R140C040","CN","1717.5",,
"CRGB01R140C050","CN","1942.5",,
"CRGB01R140C055","CN","3540",,
"CRGB01R140C060","CN","2167.5",,
"CRGB01R140C070","CN","2392.5",,
"CRGB01R140C075","CN","88.5",,
"CRGB01R140C080","CN","300",,
"CRGB01R140C090","CN","400.5",,
"CRGB01R150C010","CN","45",,
"CRGB01R150C020","CN","150",,
"CRGB01R150C040","CN","1732.5",,
"CRGB01R150C050","CN","1957.5",,
"CRGB01R150C055","CN","2287.5",,
"CRGB01R150C060","CN","2182.5",,
"CRGB01R150C070","CN","2407.5",,
"CRGB01R150C075","CN","90",,
"CRGB01R150C080","CN","300",,
"CRGB01R150C090","CN","402",,
"CRGB01R160C010","CN","30",,
"CRGB01R160C020","CN","1282.5",,
"CRGB01R160C040","CN","1747.5",,
"CRGB01R160C050","CN","1972.5",,
"CRGB01R160C055","CN","2302.5",,
"CRGB01R160C060","CN","2197.5",,
"CRGB01R160C070","CN","2422.5",,
"CRGB01R160C075","CN","91.5",,
"CRGB01R160C080","CN","300",,
"CRGB01R160C090","CN","403.5",,
"CRGB01R170C010","CN","4792.5",,
"CRGB01R170C020","CN","3382.5",,
"CRGB01R170C040","CN","24637.5",,
"CRGB01R170C050","CN","41662.5",,
"CRGB01R170C055","CN","67620",,
"CRGB01R170C060","CN","45187.5",,
"CRGB01R170C070","CN","34762.5",,
"CRGB01R170C075","CN","1248",,
"CRGB01R170C080","CN","4800",,
"CRGB01R170C090","CN","5764.5",,
"CRGB01COUNTRY","GB","UNITED KINGDOM",,
"CRGB01R010C010","GB","766.5",,
"CRGB01R010C020","GB","1006.5",,
"CRGB01R010C040","GB","1471.5",,
"CRGB01R010C050","GB","1696.5",,
"CRGB01R010C055","GB","75",,
"CRGB01R010C060","GB","1921.5",,
"CRGB01R010C070","GB","2146.5",,
"CRGB01R010C075","GB","94.5",,
"CRGB01R010C080","GB","450",,
"CRGB01R010C090","GB","405",,
"CRGB01R020C010","GB","781.5",,
"CRGB01R020C020","GB","1021.5",,
"CRGB01R020C040","GB","1486.5",,
"CRGB01R020C050","GB","1711.5",,
"CRGB01R020C055","GB","75",,
"CRGB01R020C060","GB","1936.5",,
"CRGB01R020C070","GB","2161.5",,
"CRGB01R020C075","GB","96",,
"CRGB01R020C080","GB","450",,
"CRGB01R020C090","GB","406.5",,
"CRGB01R030C010","GB","796.5",,
"CRGB01R030C020","GB","1036.5",,
"CRGB01R030C040","GB","1501.5",,
"CRGB01R030C050","GB","1726.5",,
"CRGB01R030C055","GB","75",,
"CRGB01R030C060","GB","1951.5",,
"CRGB01R030C070","GB","2176.5",,
"CRGB01R030C075","GB","97.5",,
"CRGB01R030C080","GB","450",,
"CRGB01R030C090","GB","408",,
"CRGB01R040C010","GB","811.5",,
"CRGB01R040C020","GB","1051.5",,
"CRGB01R040C040","GB","1516.5",,
"CRGB01R040C050","GB","1741.5",,
"CRGB01R040C055","GB","75",,
"CRGB01R040C060","GB","1966.5",,
"CRGB01R040C070","GB","2191.5",,
"CRGB01R040C075","GB","99",,
"CRGB01R040C080","GB","450",,
"CRGB01R040C090","GB","409.5",,
"CRGB01R050C010","GB","826.5",,
"CRGB01R050C020","GB","1066.5",,
"CRGB01R050C040","GB","1531.5",,
"CRGB01R050C050","GB","1756.5",,
"CRGB01R050C055","GB","75",,
"CRGB01R050C060","GB","1981.5",,
"CRGB01R050C070","GB","2206.5",,
"CRGB01R050C075","GB","100.5",,
"CRGB01R050C080","GB","450",,
"CRGB01R050C090","GB","411",,
"CRGB01R060C010","GB","841.5",,
"CRGB01R060C020","GB","1081.5",,
"CRGB01R060C040","GB","1546.5",,
"CRGB01R060C050","GB","1771.5",,
"CRGB01R060C055","GB","75",,
"CRGB01R060C060","GB","1996.5",,
"CRGB01R060C070","GB","2221.5",,
"CRGB01R060C075","GB","102",,
"CRGB01R060C080","GB","450",,
"CRGB01R060C090","GB","412.5",,
"CRGB01R070C010","GB","856.5",,
"CRGB01R070C020","GB","1096.5",,
"CRGB01R070C040","GB","1561.5",,
"CRGB01R070C050","GB","1786.5",,
"CRGB01R070C055","GB","75",,
"CRGB01R070C060","GB","2011.5",,
"CRGB01R070C070","GB","2236.5",,
"CRGB01R070C075","GB","103.5",,
"CRGB01R070C080","GB","450",,
"CRGB01R070C090","GB","216",,
"CRGB01R075C010","GB","150",,
"CRGB01R075C020","GB","151.5",,
"CRGB01R075C040","GB","153",,
"CRGB01R075C050","GB","154.5",,
"CRGB01R075C055","GB","156",,
"CRGB01R075C060","GB","157.5",,
"CRGB01R075C070","GB","159",,
"CRGB01R075C075","GB","105",,
"CRGB01R075C080","GB","160.5",,
"CRGB01R075C090","GB","162",,
"CRGB01R080C010","GB","871.5",,
"CRGB01R080C020","GB","1111.5",,
"CRGB01R080C040","GB","1576.5",,
"CRGB01R080C050","GB","1801.5",,
"CRGB01R080C055","GB","75",,
"CRGB01R080C060","GB","2026.5",,
"CRGB01R080C070","GB","2251.5",,
"CRGB01R080C075","GB","106.5",,
"CRGB01R080C080","GB","450",,
"CRGB01R080C090","GB","217.5",,
"CRGB01R085C010","GB","190.5",,
"CRGB01R085C020","GB","192",,
"CRGB01R085C040","GB","193.5",,
"CRGB01R085C050","GB","195",,
"CRGB01R085C055","GB","196.5",,
"CRGB01R085C060","GB","198",,
"CRGB01R085C070","GB","199.5",,
"CRGB01R085C075","GB","108",,
"CRGB01R085C080","GB","201",,
"CRGB01R085C090","GB","421.5",,
"CRGB01R090C010","GB","886.5",,
"CRGB01R090C020","GB","1126.5",,
"CRGB01R090C040","GB","1591.5",,
"CRGB01R090C050","GB","1816.5",,
"CRGB01R090C055","GB","75",,
"CRGB01R090C060","GB","2041.5",,
"CRGB01R090C070","GB","2266.5",,
"CRGB01R090C075","GB","109.5",,
"CRGB01R090C080","GB","450",,
"CRGB01R090C090","GB","220.5",,
"CRGB01R095C010","GB","190.5",,
"CRGB01R095C020","GB","192",,
"CRGB01R095C040","GB","193.5",,
"CRGB01R095C050","GB","195",,
"CRGB01R095C055","GB","196.5",,
"CRGB01R095C060","GB","198",,
"CRGB01R095C070","GB","199.5",,
"CRGB01R095C075","GB","111",,
"CRGB01R095C080","GB","201",,
"CRGB01R095C090","GB","202.5",,
"CRGB01R100C010","GB","901.5",,
"CRGB01R100C050","GB","0",,
"CRGB01R100C055","GB","0",,
"CRGB01R100C060","GB","0",,
"CRGB01R100C075","GB","112.5",,
