"Condition:"
"STBFIELD","STBFORM","STBGROUP","STBIMPDATE","STBIMPINDEX","STBITEM","STBMAPID","STBPAGE","STBSTATUS","S_Amount"
"S_Amount","S","0015","2016-11-23 12:24:06.69","687","SP10C9A","966","","A","1920000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","688","SP10C9A","966","","A","1020000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","691","SP10C9A","966","","A","5080000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","692","SP10C9A","966","","A","5090000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","693","SP10C9A","966","","A","5100000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","703","SP10C9A","966","","A","2900000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.697","770","SP10C9A","966","","A","109700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","779","SP10C9A","966","","A","108600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","796","SP10C9A","966","","A","106700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.697","771","SP10C9A","966","","A","109600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","797","SP10C9A","966","","A","106500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.78","1316","SP10C9A","966","","A","67300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.697","772","SP10C9A","966","","A","109500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.697","773","SP10C9A","966","","A","109400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","780","SP10C9A","966","","A","108400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","781","SP10C9A","966","","A","108300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.78","1313","SP10C9A","966","","A","67700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.78","1314","SP10C9A","966","","A","67500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","782","SP10C9A","966","","A","108200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","842","SP10C9A","966","","A","102800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.747","1136","SP10C9A","966","","A","73400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1145","SP10C9A","966","","A","72500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","789","SP10C9A","966","","A","107500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","849","SP10C9A","966","","A","102100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1143","SP10C9A","966","","A","72700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1152","SP10C9A","966","","A","71800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","785","SP10C9A","966","","A","107900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","845","SP10C9A","966","","A","102500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.76","1139","SP10C9A","966","","A","73100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1148","SP10C9A","966","","A","72200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","788","SP10C9A","966","","A","107600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","848","SP10C9A","966","","A","102200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.76","1142","SP10C9A","966","","A","72800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1151","SP10C9A","966","","A","71900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.78","1322","SP10C9A","966","","A","66700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","786","SP10C9A","966","","A","107800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","846","SP10C9A","966","","A","102400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.76","1140","SP10C9A","966","","A","73000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1149","SP10C9A","966","","A","72100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","783","SP10C9A","966","","A","108100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","843","SP10C9A","966","","A","102700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.747","1137","SP10C9A","966","","A","73300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1146","SP10C9A","966","","A","72400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","784","SP10C9A","966","","A","108000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","844","SP10C9A","966","","A","102600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.747","1138","SP10C9A","966","","A","73200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1147","SP10C9A","966","","A","72300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","787","SP10C9A","966","","A","107700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","790","SP10C9A","966","","A","107400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","847","SP10C9A","966","","A","102300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.717","850","SP10C9A","966","","A","102000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.76","1141","SP10C9A","966","","A","72900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1144","SP10C9A","966","","A","72600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1150","SP10C9A","966","","A","72000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.763","1153","SP10C9A","966","","A","71700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.78","1315","SP10C9A","966","","A","67400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.783","1354","SP10C9A","966","","A","63500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.783","1355","SP10C9A","966","","A","63400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","541","SP10C9A","966","","A","6511200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","808","SP10C9A","966","","A","105300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","807","SP10C9A","966","","A","105400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","809","SP10C9A","966","","A","105200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","547","SP10C9A","966","","A","10100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","577","SP10C9A","966","","A","777100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","548","SP10C9A","966","","A","10000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","578","SP10C9A","966","","A","777000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","549","SP10C9A","966","","A","9900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","550","SP10C9A","966","","A","9800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","551","SP10C9A","966","","A","9700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","579","SP10C9A","966","","A","776900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","580","SP10C9A","966","","A","776800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","581","SP10C9A","966","","A","776700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","572","SP10C9A","966","","A","897600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","573","SP10C9A","966","","A","997500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","574","SP10C9A","966","","A","897400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","575","SP10C9A","966","","A","897300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","576","SP10C9A","966","","A","897200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","812","SP10C9A","966","","A","104900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","813","SP10C9A","966","","A","104800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.673","540","SP10C9A","966","","A","5611300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.697","774","SP10C9A","966","","A","109300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","603","SP10C9A","966","","A","342311200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","614","SP10C9A","966","","A","97110.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","615","SP10C9A","966","","A","97100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","616","SP10C9A","966","","A","78990.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","617","SP10C9A","966","","A","87980.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","618","SP10C9A","966","","A","98970.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","602","SP10C9A","966","","A","4311300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","609","SP10C9A","966","","A","6510600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.7","775","SP10C9A","966","","A","109100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","694","SP10C9A","966","","A","22200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","610","SP10C9A","966","","A","7610500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","695","SP10C9A","966","","A","19500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","810","SP10C9A","966","","A","105100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","611","SP10C9A","966","","A","8710400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","612","SP10C9A","966","","A","8710300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","613","SP10C9A","966","","A","97610200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","811","SP10C9A","966","","A","105000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","696","SP10C9A","966","","A","72000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","697","SP10C9A","966","","A","38250.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.69","698","SP10C9A","966","","A","6750.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","814","SP10C9A","966","","A","104700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.78","1318","SP10C9A","966","","A","67100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","639","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","664","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","869","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","870","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","871","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","640","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","665","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","872","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","641","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","642","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","666","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","667","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","819","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","873","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","874","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","546","SP10C9A","966","","A","7610700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","608","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","643","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","668","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","875","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","876","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","877","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.72","882","SP10C9A","966","","A","0.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","815","SP10C9A","966","","A","104600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","542","SP10C9A","966","","A","6511100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","552","SP10C9A","966","","A","9600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","582","SP10C9A","966","","A","666600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","644","SP10C9A","966","","A","45747100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","619","SP10C9A","966","","A","459600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","604","SP10C9A","966","","A","34211100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","816","SP10C9A","966","","A","104500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","557","SP10C9A","966","","A","789100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","587","SP10C9A","966","","A","546100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","649","SP10C9A","966","","A","4566600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","624","SP10C9A","966","","A","779100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","817","SP10C9A","966","","A","104400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","562","SP10C9A","966","","A","788600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","592","SP10C9A","966","","A","895600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","654","SP10C9A","966","","A","456100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.787","1391","SP10C9A","966","","A","456100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","629","SP10C9A","966","","A","548600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","567","SP10C9A","966","","A","888100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","597","SP10C9A","966","","A","785100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","659","SP10C9A","966","","A","795600.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","634","SP10C9A","966","","A","548100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","553","SP10C9A","966","","A","9500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","583","SP10C9A","966","","A","896500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","645","SP10C9A","966","","A","54567000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","620","SP10C9A","966","","A","3459500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","543","SP10C9A","966","","A","5611000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","558","SP10C9A","966","","A","789000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","588","SP10C9A","966","","A","566000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","650","SP10C9A","966","","A","5646500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","605","SP10C9A","966","","A","4211000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","625","SP10C9A","966","","A","869000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","563","SP10C9A","966","","A","788500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","593","SP10C9A","966","","A","585500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","655","SP10C9A","966","","A","3466000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","630","SP10C9A","966","","A","548500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","818","SP10C9A","966","","A","104300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","568","SP10C9A","966","","A","888000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","598","SP10C9A","966","","A","785000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","660","SP10C9A","966","","A","7895500.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","635","SP10C9A","966","","A","658000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","554","SP10C9A","966","","A","9400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","555","SP10C9A","966","","A","9300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","584","SP10C9A","966","","A","796400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","585","SP10C9A","966","","A","586300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","646","SP10C9A","966","","A","656900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","647","SP10C9A","966","","A","566800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","621","SP10C9A","966","","A","459400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","622","SP10C9A","966","","A","659300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","559","SP10C9A","966","","A","788900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","560","SP10C9A","966","","A","788800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","589","SP10C9A","966","","A","565900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","590","SP10C9A","966","","A","365800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","651","SP10C9A","966","","A","45646400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","652","SP10C9A","966","","A","45646300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","626","SP10C9A","966","","A","868900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","627","SP10C9A","966","","A","788800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","820","SP10C9A","966","","A","104100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","544","SP10C9A","966","","A","6510900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","564","SP10C9A","966","","A","788400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","565","SP10C9A","966","","A","788300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","594","SP10C9A","966","","A","875400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","595","SP10C9A","966","","A","475300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","656","SP10C9A","966","","A","8765900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","657","SP10C9A","966","","A","975800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","606","SP10C9A","966","","A","34510900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","631","SP10C9A","966","","A","3458400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","632","SP10C9A","966","","A","3458300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","545","SP10C9A","966","","A","10800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","569","SP10C9A","966","","A","887900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","570","SP10C9A","966","","A","887800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","599","SP10C9A","966","","A","784900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","600","SP10C9A","966","","A","784800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","661","SP10C9A","966","","A","7895400.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","662","SP10C9A","966","","A","7895300.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","607","SP10C9A","966","","A","34510800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","636","SP10C9A","966","","A","767900.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","637","SP10C9A","966","","A","767800.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","556","SP10C9A","966","","A","9200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","586","SP10C9A","966","","A","896200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","648","SP10C9A","966","","A","4566700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","623","SP10C9A","966","","A","769200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","561","SP10C9A","966","","A","788700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","591","SP10C9A","966","","A","875700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","653","SP10C9A","966","","A","456200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","628","SP10C9A","966","","A","458700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.703","821","SP10C9A","966","","A","104000.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.677","566","SP10C9A","966","","A","788200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.68","596","SP10C9A","966","","A","875200.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.687","658","SP10C9A","966","","A","78905700.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.787","1392","SP10C9A","966","","A","456100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.787","1393","SP10C9A","966","","A","456100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.787","1394","SP10C9A","966","","A","456100.0000000000"
"S_Amount","S","0015","2016-11-23 12:24:06.683","633","SP10C9A","966","","A","358200.0000000000"
