RULE ID,RULE TYPE,RULE NAME,RULE DESCRIPTION,DATA SCHEDULE,TARGET COLUMN,STATUS,FAILED ROWS
RI_FSPE_IA,Validity,Forward Start Product Exclusions. Inflows-Assets.,Validate Inflows-Assets table for products that should not be assigned a [Forward Start Bucket] or [Forward Start Amount] value,IA,"ForwardStartValue,ForwardStartBucketEnd,ForwardStartBucketStart",Failed,17
RI_FSPE_IO,Validity,Forward Start Product Exclusions. Inflows-Other.,Validate Inflows-Other table for products that should not be assigned a [Forward Start Bucket] or [Forward Start Amount] value,IO,"ForwardStartValue,ForwardStartBucketEnd,ForwardStartBucketStart",Failed,3
RI_FSPE_IU,Validity,Forward Start Product Exclusions. Inflows-Unsecured.,Validate Inflows-Unsecured table for products that should not be assigned a [Forward Start Bucket] or [Forward Start Amount] value,IU,"ForwardStartValue,ForwardStartBucketEnd,ForwardStartBucketStart",Failed,22
RI_FSPE_OO,Validity,Forward Start Product Exclusions. Outflows-Other.,Validate Outflows-Other table for products that should not be assigned a [Forward Start Bucket] or [Forward Start Amount] value,OO,,Pass,0
RI_FSPE_OW,Validity,Forward Start Product Exclusions. Outflows-Wholesale.,Validate Outflows-Wholesaler table for products that should not be assigned a [Forward Start Bucket] or [Forward Start Amount] value,OW,"ForwardStartValue,ForwardStartBucketEnd,ForwardStartBucketStart",Failed,3
RI_RCCR_IO,Intra-Series,The product by definition requires a collateral class designation. Inflows-Other.,Validate Inflows-Other table for products that require the collateral class designation,IO,CollateralClass,Failed,2
RI_RCCR_OD,Validity,The product by definition requires a collateral class designation. Outflows-Deposits.,Validate Outflows-Deposits table for products that require the collateral class designation,OD,CollateralClass,Failed,3
RI_RCCR_OO,Validity,The product by definition requires a collateral class designation. Outflows-Other.,Validate Outflows-Other table for products that require the collateral class designation,OO,CollateralClass,Failed,2
RI_RCCR_OW,Validity,The product by definition requires a collateral class designation. Outflows-WholeSale.,Validate Outflows-WholeSale table for products that require the collateral class designation,OW,CollateralClass,Failed,7
RI_RCCR_SI,Validity,The product by definition requires a collateral class designation. Supplemental-Informational.,Validate Supplemental-Informational table for products that require the collateral class designation,SI,CollateralClass,Failed,2
RI_RCPR_IU,Intra-Series,Rrequire the reporting of the Counterparty field by Product. Inflows-Unsecured.,Validate Inflows- Unsecured table for products that require the reporting of a Counterparty,IU,CounterpartySector,Failed,6
RI_RCPR_OD,Intra-Series,Rrequire the reporting of the Counterparty field by Product. Outflows-Deposits.,Validate Outflows-Deposits table for products that require the reporting of a Counterparty,OD,CounterpartySector,Failed,3
RI_RCPR_OO,Intra-Series,Rrequire the reporting of the Counterparty field by Product. Outflows-Other.,Validate Outflows-Other table for products that require the reporting of a Counterparty,OO,CounterpartySector,Failed,2
RI_RCPR_OS,Intra-Series,Rrequire the reporting of the Counterparty field by Product. Outflows-Secured.,Validate  Outflows-Secured table for products that require the reporting of a Counterparty,OS,CounterpartySector,Failed,1
RI_RCPR_OW,Intra-Series,Rrequire the reporting of the Counterparty field by Product. Outflows-Wholesale.,Validate Outflows-Wholesale table for products that require the reporting of a Counterparty.,OW,CounterpartySector,Failed,2
RI_RSPR_IA,Intra-Series,Required Sub-Product Reporting by Product. Inflows-Assets.,Validate Inflows - Assets table for products that require the reporting of a Sub-Product or Sub-Product 2,IA,AssetSource,Failed,2
RI_RSPR_IS,Intra-Series,Required Sub-Product Reporting by Product. Inflows-Secured.,Validate Inflows - Secured table for products that require the reporting of a Sub-Product or Sub-Product 2,IS,PledgeLevel,Failed,12
RI_RSPR_OS,Intra-Series,Required Sub-Product Reporting by Product. Outflows-Secured.,Validate Outflows - Secured table for products that require the reporting of a Sub-Product or Sub-Product 2,OS,SecuredOutflowCounterparty,Failed,2
RI_RSPR_SI,Intra-Series,Required Sub-Product Reporting by Product. Supplemental-Informational.,Validate Informational Supplemental table for products that require the reporting of a Sub-Product or Sub-Product 2,SI,SegregationCategory,Failed,2
